To,Pattern,Replacement
sqlite,"DATEFROMPARTS(@year,@month,@day)","STRFTIME('%s', SUBSTR(CAST('0000'||CAST(@year AS INT) AS TEXT),-4) || '-' || SUBSTR(CAST('00'||CAST(@month AS INT) AS TEXT),-2) || '-' || SUBSTR(CAST('00'||CAST(@day AS INT) AS TEXT),-2))"
sqlite,"DATETIMEFROMPARTS(@year,@month,@day,@hour,@minute,@second,@ms)","STRFTIME('%s', SUBSTR(CAST('0000'||CAST(@year AS INT) AS TEXT),-4) || '-' || SUBSTR(CAST('00'||CAST(@month AS INT) AS TEXT),-2) || '-' || SUBSTR(CAST('00'||CAST(@day AS INT) AS TEXT),-2) || ' ' || SUBSTR(CAST('00'||CAST(@hour AS INT) AS TEXT),-2) || ':' || SUBSTR(CAST('00'||CAST(@minute AS INT) AS TEXT),-2) || ':' || SUBSTR(CAST('00'||CAST(@second AS INT) AS TEXT),-2) || '.' || SUBSTR(CAST('000'||CAST(@ms AS INT) AS TEXT),-3))"
sqlite,YEAR(@date),"CAST(STRFTIME('%Y', @date, 'unixepoch') AS INT)"
sqlite,MONTH(@date),"CAST(STRFTIME('%m', @date, 'unixepoch') AS INT)"
sqlite,DAY(@date),"CAST(STRFTIME('%d', @date, 'unixepoch') AS INT)"
sqlite,"DATEPART(YEAR, @date)","CAST(STRFTIME('%Y', @date, 'unixepoch') AS INT)"
sqlite,"DATEPART(MONTH, @date)","CAST(STRFTIME('%m', @date, 'unixepoch') AS INT)"
sqlite,"DATEPART(DAY, @date)","CAST(STRFTIME('%d', @date, 'unixepoch') AS INT)"
sqlite,EOMONTH(@date),"STRFTIME('%s', DATETIME(@date, 'unixepoch', 'start of month', '+1 month', '-1 day'))"
sqlite,VAR(@a),VARIANCE(@a)
sqlite,RAND(),((RANDOM()+9223372036854775808) / 18446744073709551615)
sqlite,LEN(@a),LENGTH(@a)
sqlite,"LOG(@expression,@base)","(LOG(@expression)/LOG(@base))"
sqlite,"ISNULL(@a,@b)","COALESCE(@a,@b)"
sqlite,"ISNUMERIC(@a)","CASE WHEN @a GLOB '[0-9]*' OR @a GLOB '[0-9]*.[0-9]*' OR @a GLOB '.[0-9]*' THEN 1 ELSE 0 END"
sqlite,COUNT_BIG(@a),COUNT(@a)
sqlite,NEWID(),RANDOM()
sqlite,"RIGHT(@a,@b)","SUBSTR(CAST(@a AS TEXT),-@b)"
sqlite,"LEFT(@str,@chars)","SUBSTR(CAST(@str AS TEXT),1,@chars)"
sqlite,"IF OBJECT_ID('@table', 'U') IS NULL CREATE TABLE @table (@definition);",CREATE TABLE IF NOT EXISTS @table (@definition);
sqlite,"IF OBJECT_ID('@table', 'U') IS NOT NULL DROP TABLE @table;",DROP TABLE IF EXISTS @table;
sqlite,"IF OBJECT_ID('tempdb..#@table', 'U') IS NOT NULL DROP TABLE @table;",DROP TABLE IF EXISTS @table;
sqlite,.dbo.,.
sqlite,CREATE TABLE #@table (@definition),CREATE TEMP TABLE @table (@definition)
sqlite,CREATE CLUSTERED INDEX @index_name ON @table (@variable);,CREATE INDEX @index_name ON @table (@variable);
sqlite,CREATE UNIQUE CLUSTERED INDEX @index_name ON @table (@variable);,CREATE UNIQUE INDEX @index_name ON @table (@variable);
sqlite,CREATE INDEX @index_name ON @schema.@table (@variable);,CREATE INDEX @index_name ON @table (@variable);
sqlite,CREATE UNIQUE INDEX @index_name ON @schema.@table (@variable);,CREATE UNIQUE INDEX @index_name ON @table (@variable);
sqlite,DROP INDEX @schema.@index_name;,DROP INDEX @index_name;
sqlite,PRIMARY KEY NONCLUSTERED,PRIMARY KEY
sqlite,VARCHAR(@a),TEXT
sqlite,VARCHAR,TEXT
sqlite,FLOAT,REAL
sqlite,WITH @a AS @b SELECT @c INTO #@d FROM @e;,CREATE TEMP TABLE @d\nAS\nWITH @a AS @b SELECT\n@c\nFROM\n@e;\nANALYZE @d;
sqlite,WITH @a AS @b SELECT @c INTO @d FROM @e;,CREATE TABLE @d\nAS\nWITH @a AS @b SELECT\n@c\nFROM\n@e;
sqlite,SELECT @a INTO #@b FROM @c;,CREATE TEMP TABLE @b\nAS\nSELECT\n@a\nFROM\n@c;\nANALYZE @b;
sqlite,SELECT @a INTO @b FROM @c;,CREATE TABLE @b AS\nSELECT\n@a\nFROM\n@c;
sqlite,SELECT @a INTO @b;,CREATE TABLE @b AS\nSELECT\n@a;
sqlite,#@([^\s]+)table.@([^\s]+)field,@table.@field
sqlite,#,temp.
sqlite,SELECT TOP @([0-9]+)rows @a;,SELECT @a LIMIT @rows;
sqlite,(SELECT TOP @([0-9]+)rows @a),(SELECT @a LIMIT @rows)
sqlite,SELECT DISTINCT TOP @([0-9]+)rows @a;,SELECT DISTINCT @a LIMIT @rows;
sqlite,(SELECT DISTINCT TOP @([0-9]+)rows @a),(SELECT DISTINCT @a LIMIT @rows)
sqlite,"WITH @cte AS (SELECT @s1 '@literal' @s2)","WITH @cte AS (SELECT @s1 CAST('@literal' as TEXT) @s2)"
sqlite,UPDATE STATISTICS @a;,ANALYZE @a;
sqlite,TRUNCATE TABLE @a;,DELETE FROM @a;
sqlite,"CONCAT(@a, @b, @c)","CONCAT(@a, CONCAT(@b, @c))"
sqlite,"CONCAT(@a, @b)","@a || @b"
sqlite,CEILING(@a),CEIL(@a)
sqlite,IN (SELECT @a) UNION,IN ((SELECT @a)) UNION
sqlite,(SELECT @a) UNION,SELECT @a UNION
sqlite,UNION (@a),UNION @a
sqlite,UNION ALL (@a),UNION ALL @a
hive,...@([0-9]+|y)a,xxx@a
hive,TRY_CAST(@a),CAST(@a)
hive,"IIF(@condition, @whentrue, @whenfalse)","CASE WHEN @condition THEN @whentrue ELSE @whenfalse END"
hive,CREATE CLUSTERED INDEX @index_name ON @table (@variable);,-- hive does not support indexes
hive,CREATE INDEX @index_name ON @table (@variable);,-- hive does not support indexes
hive,CREATE INDEX @index_name ON @table (@variable) WHERE @c;,-- hive does not support indexes
hive,"CHARINDEX(@a,@b)","INSTR(@b,@a)"
hive,COUNT_BIG(@a),COUNT(@a)
hive,"LEFT(@str,@chars)","SUBSTR(@str,1,@chars)"
hive,LEN(@a),LENGTH(@a)
hive,LOG(@expression),LN(@expression)
hive,NEWID(),"reflect('java.util.UUID','randomUUID')"
hive,"RIGHT(@str,@chars)","SUBSTR(@str,-@chars)"
hive,"ROUND(@a,@b)","ROUND(CAST(@a AS DOUBLE),@b)"
hive,SQUARE(@a),((@a)*(@a))
hive,STDEV(@a),STDDEV_POP(@a)
hive,VAR(@a),VARIANCE(@a)
hive,"DATEADD(d,@days,CAST(@date AS DATE))","DATE_ADD(@date, @days)"
hive,"DATEADD(dd,@days,CAST(@date AS DATE))","DATE_ADD(@date, @days)"
hive,"DATEADD(day,@days,CAST(@date AS DATE))","DATE_ADD(@date, @days)"
hive,"DATEADD(month,@months,CAST(@date AS DATE))","CAST(ADD_MONTHS(@date, @months) AS TIMESTAMP)"
hive,"DATEADD(mm,@months,CAST(@date AS DATE))","CAST(ADD_MONTHS(@date, @months) AS TIMESTAMP)"
hive,"DATEADD(m,@months,CAST(@date AS DATE))","CAST(ADD_MONTHS(@date, @months) AS TIMESTAMP)"
hive,"DATEADD(year,@years,CAST(@date AS DATE))","CAST(ADD_MONTHS(@date, 12 * @years) AS TIMESTAMP)"
hive,"DATEADD(yyyy,@years,CAST(@date AS DATE))","CAST(ADD_MONTHS(@date, 12 * @years) AS TIMESTAMP)"
hive,"DATEADD(yy,@years,CAST(@date AS DATE))","CAST(ADD_MONTHS(@date, 12 * @years) AS TIMESTAMP)"
hive,"DATEADD(d,@days,@date)","DATE_ADD(CAST(@date AS TIMESTAMP), @days)"
hive,"DATEADD(dd,@days,@date)","DATE_ADD(CAST(@date AS TIMESTAMP), @days)"
hive,"DATEADD(day,@days,@date)","DATE_ADD(CAST(@date AS TIMESTAMP), @days)"
hive,"DATEADD(month,@months,@date)","CAST(ADD_MONTHS(CAST(@date AS TIMESTAMP), @months) AS TIMESTAMP)"
hive,"DATEADD(mm,@months,@date)","CAST(ADD_MONTHS(CAST(@date AS TIMESTAMP), @months) AS TIMESTAMP)"
hive,"DATEADD(m,@months,@date)","CAST(ADD_MONTHS(CAST(@date AS TIMESTAMP), @months) AS TIMESTAMP)"
hive,"DATEADD(year,@years,@date)","CAST(ADD_MONTHS(CAST(@date AS TIMESTAMP), 12 * @years) AS TIMESTAMP)"
hive,"DATEADD(yyyy,@years,@date)","CAST(ADD_MONTHS(CAST(@date AS TIMESTAMP), 12 * @years) AS TIMESTAMP)"
hive,"DATEADD(yy,@years,@date)","CAST(ADD_MONTHS(CAST(@date AS TIMESTAMP), 12 * @years) AS TIMESTAMP)"
hive,"DATEDIFF(d,@start, @end)","day(CAST(@end AS TIMESTAMP) - CAST(@start AS TIMESTAMP))"
hive,"DATEDIFF(dd,@start, @end)","day(CAST(@end AS TIMESTAMP) - CAST(@start AS TIMESTAMP))"
hive,"DATEDIFF(day,@start, @end)","day(CAST(@end AS TIMESTAMP) - CAST(@start AS TIMESTAMP))"
hive,"DATEDIFF(year,@start, @end)",(YEAR(CAST(@end AS DATE)) - YEAR(CAST(@start AS DATE)))
hive,"DATEDIFF(yyyy,@start, @end)",(YEAR(CAST(@end AS DATE)) - YEAR(CAST(@start AS DATE)))
hive,"DATEDIFF(yy,@start, @end)",(YEAR(CAST(@end AS DATE)) - YEAR(CAST(@start AS DATE)))
hive,"DATEDIFF(month,@start, @end)","CAST(MONTHS_BETWEEN(CAST(@end AS DATE), CAST(@start AS DATE)) AS INT)"
hive,"DATEDIFF(mm,@start, @end)","CAST(MONTHS_BETWEEN(CAST(@end AS DATE), CAST(@start AS DATE)) AS INT)"
hive,"DATEDIFF(m,@start, @end)","CAST(MONTHS_BETWEEN(CAST(@end AS DATE), CAST(@start AS DATE)) AS INT)"
hive,"DATEFROMPARTS(@year,@month,@day)","CAST(CONCAT(CAST(@year AS STRING),'-',CAST(@month AS STRING),'-',CAST(@day AS STRING)) AS TIMESTAMP)"
hive,"eomonth(@date)","CAST(last_day(@date) AS TIMESTAMP)"
hive,GETDATE(),unix_timestamp()
hive,year(unix_timestamp()),year(from_unixtime(unix_timestamp()))
hive,"DATEPART(YEAR, @date)",year(from_unixtime(unix_timestamp()))
hive,"DATEPART(MONTH, @date)",month(from_unixtime(unix_timestamp()))
hive,"DATEPART(DAY, @date)",day(from_unixtime(unix_timestamp()))
hive,"IF OBJECT_ID('@table', 'U') IS NULL CREATE TABLE @table (@definition);",CREATE TABLE IF NOT EXISTS @table (@definition);
hive,"IF OBJECT_ID('@table', 'U') IS NOT NULL DROP TABLE @table;",DROP TABLE IF EXISTS @table;
hive,"HINT PARTITION(@p) @before CREATE TABLE IF NOT EXISTS @table(@pid,@fields) @after;",partitioned table \n@before CREATE TABLE IF NOT EXISTS @table (@fields) @after \n PARTITIONED BY(@p);
hive,"HINT BUCKET(@bucket,@size) @before CREATE TABLE IF NOT EXISTS @table(@fields) @after;",table with bucket \n@before CREATE TABLE IF NOT EXISTS @table (@fields) @after \n CLUSTERED by (@bucket) into @size BUCKETS;
hive,"HINT PARTITION(@p) @before CREATE TABLE @table(@pid,@fields) @after;",partitioned table \n@before CREATE TABLE @table (@fields) @after \n PARTITIONED BY(@p);
hive,"HINT BUCKET(@bucket,@size) @before CREATE TABLE @table(@fields) @after;",table with bucket \n@before CREATE TABLE @table (@fields) @after \n CLUSTERED by (@bucket) into @size BUCKETS;
hive,(SELECT @a UNION SELECT @b) ORDER BY,SELECT * FROM\n(SELECT @a\nUNION\nSELECT @b)\nAS t1 ORDER BY
hive,"WITH @a AS (@b), @c AS (@d), @e AS (@f) SELECT @i INTO #@j FROM","DROP TABLE IF EXISTS @a; DROP TABLE IF EXISTS @c; DROP TABLE IF EXISTS @e;\n\nCREATE TEMPORARY TABLE @a AS @b;\nCREATE TEMPORARY TABLE @c AS @d;\nCREATE TEMPORARY TABLE @e AS @f;\nCREATE TEMPORARY TABLE @j AS SELECT @i FROM"
hive,"WITH @a AS (@b), @c AS (@d), @e AS (@f), @g AS (@h) SELECT @i INTO #@j FROM","DROP TABLE IF EXISTS @a; DROP TABLE IF EXISTS @c; DROP TABLE IF EXISTS @e; DROP TABLE IF EXISTS @g;\n\nCREATE TEMPORARY TABLE @a AS @b;\nCREATE TEMPORARY TABLE @c AS @d;\nCREATE TEMPORARY TABLE @e AS @f;\nCREATE TEMPORARY TABLE @g AS @h;\nCREATE TEMPORARY TABLE @j AS SELECT @i FROM"
hive,"WITH @a AS (@b), @c AS (@d), @e AS (@f), @g AS (@h), @i AS (@j) SELECT @k INTO #@l FROM","DROP TABLE IF EXISTS @a; DROP TABLE IF EXISTS @c; DROP TABLE IF EXISTS @e; DROP TABLE IF EXISTS @g; DROP TABLE IF EXISTS @i;\n\nCREATE TEMPORARY TABLE @a AS @b;\nCREATE TEMPORARY TABLE @c AS @d;\nCREATE TEMPORARY TABLE @e AS @f;\nCREATE TEMPORARY TABLE @g AS @h;\nCREATE TEMPORARY TABLE @i AS @j;\nCREATE TEMPORARY TABLE @l AS SELECT @k FROM"
hive,WITH @a AS @b SELECT @c INTO #@d FROM,DROP TABLE IF EXISTS @a;\n\nCREATE TEMPORARY TABLE @a AS @b;\nCREATE TEMPORARY TABLE @d AS SELECT @c FROM
hive,SELECT @a INTO #@b FROM @c;,CREATE TEMPORARY TABLE IF NOT EXISTS @b AS\nSELECT\n@a\nFROM\n@c;
hive,SELECT @a INTO #@b;,CREATE TEMPORARY TABLE IF NOT EXISTS @b AS\nSELECT\n@a;
hive,CREATE TABLE #@table (@definition),CREATE TEMPORARY TABLE IF NOT EXISTS @table (@definition)
hive,"WITH @a AS (@b), @c AS (@d), @e AS (@f) SELECT @i INTO @j FROM","DROP TABLE IF EXISTS @a; DROP TABLE IF EXISTS @c; DROP TABLE IF EXISTS @e;\n\nCREATE TEMPORARY TABLE @a AS @b;\nCREATE TEMPORARY TABLE @c AS @d;\nCREATE TEMPORARY TABLE @e AS @f;\nSELECT @i INTO @j FROM"
hive,"WITH @a AS (@b), @c AS (@d), @e AS (@f), @g AS (@h) SELECT @i INTO @j FROM","DROP TABLE IF EXISTS @a; DROP TABLE IF EXISTS @c; DROP TABLE IF EXISTS @e; DROP TABLE IF EXISTS @g;\n\nCREATE TEMPORARY TABLE @a AS @b;\nCREATE TEMPORARY TABLE @c AS @d;\nCREATE TEMPORARY TABLE @e AS @f;\nCREATE TEMPORARY TABLE @g AS @h;\nSELECT @i INTO @j FROM"
hive,"WITH @a AS (@b), @c AS (@d), @e AS (@f), @g AS (@h), @i AS (@j) SELECT @k INTO @l FROM","DROP TABLE IF EXISTS @a; DROP TABLE IF EXISTS @c; DROP TABLE IF EXISTS @e; DROP TABLE IF EXISTS @g; DROP TABLE IF EXISTS @i;\n\nCREATE TEMPORARY TABLE @a AS @b;\nCREATE TEMPORARY TABLE @c AS @d;\nCREATE TEMPORARY TABLE @e AS @f;\nCREATE TEMPORARY TABLE @g AS @h;\nCREATE TEMPORARY TABLE @i AS @j;\nSELECT @k INTO @l FROM"
hive,WITH @a AS @b SELECT @c INTO @d FROM,DROP TABLE IF EXISTS @a;\n\nCREATE TEMPORARY TABLE @a AS @b;\nSELECT @c INTO @d FROM
hive,"CREATE TEMPORARY TABLE @a AS (@b), @c (@d) as (@e)\n;","DROP TABLE IF EXISTS @a; DROP TABLE IF EXISTS @c; CREATE TEMPORARY TABLE @a AS (@b)\n;\nCREATE TEMPORARY TABLE @c AS (@e)\n;"
hive,"CREATE TEMPORARY TABLE @a AS (@b), @c as (@d)\n;","DROP TABLE IF EXISTS @a; DROP TABLE IF EXISTS @c; CREATE TEMPORARY TABLE @a AS (@b)\n;\nCREATE TEMPORARY TABLE @c AS (@d)\n;"
hive,DROP TABLE IF EXISTS @a (@b),DROP TABLE IF EXISTS @a
hive,SELECT @a INTO @b FROM @c;,CREATE TABLE IF NOT EXISTS @b AS\nSELECT\n@a\nFROM\n@c;
hive,SELECT @a INTO @b;,CREATE TABLE IF NOT EXISTS @b AS\nSELECT\n@a;
hive,SELECT DISTINCT @a FROM @b INTERSECT SELECT DISTINCT @a FROM @c;,SELECT t1.@a FROM (SELECT DISTINCT @a FROM @b UNION ALL SELECT DISTINCT @a FROM @c) AS t1 GROUP BY @a HAVING COUNT(*) >= 2;
hive,(SELECT DISTINCT @a FROM @b INTERSECT SELECT DISTINCT @a FROM @c),(SELECT t1.@a FROM (SELECT DISTINCT @a FROM @b UNION ALL SELECT DISTINCT @a FROM @c) AS t1 GROUP BY @a HAVING COUNT(*) >= 2)
hive,.dbo.,.
hive,##,<hash><hash>
hive,#,
hive,#.@table (,@table (
hive,#.@table;,@table;
hive,#.@table),@table)
hive,<hash><hash>,##
hive,SELECT TOP @([0-9]+)rows @a;,SELECT @a LIMIT @rows;
hive,(SELECT TOP @([0-9]+)rows @a),(SELECT @a LIMIT @rows)
hive,SELECT DISTINCT TOP @([0-9]+)rows @a;,SELECT DISTINCT @a LIMIT @rows;
hive,(SELECT DISTINCT TOP @([0-9]+)rows @a),(SELECT DISTINCT @a LIMIT @rows)
hive,DATE,TIMESTAMP
hive,DATETIME,TIMESTAMP
hive,DATETIME2,TIMESTAMP
hive,BIGINT NOT NULL,BIGINT
hive,BOOLEAN NOT NULL,BOOLEAN
hive,CHAR NOT NULL,CHAR
hive,DECIMAL NOT NULL,DECIMAL
hive,DOUBLE NOT NULL,DOUBLE
hive,FLOAT NOT NULL,FLOAT
hive,INT NOT NULL,INT
hive,REAL NOT NULL,FLOAT
hive,SMALLINT NOT NULL,SMALLINT
hive,STRING NOT NULL,VARCHAR
hive,TIMESTAMP NOT NULL,TIMESTAMP
hive,TINYINT NOT NULL,TINYINT
hive,VARCHAR(@a) NOT NULL,VARCHAR(@a)
hive,BIGINT NULL,BIGINT
hive,BOOLEAN NULL,BOOLEAN
hive,CHAR NULL,CHAR
hive,DECIMAL NULL,DECIMAL
hive,DOUBLE NULL,DOUBLE
hive,FLOAT NULL,FLOAT
hive,INT NULL,INT
hive,REAL NULL,FLOAT
hive,SMALLINT NULL,SMALLINT
hive,STRING NULL,VARCHAR
hive,TIMESTAMP NULL,TIMESTAMP
hive,TINYINT NULL,TINYINT
hive,VARCHAR(@a) NULL,VARCHAR(@a)
hive,"CHAR,","CHAR(1),"
hive,"CHAR\n+","CHAR(1)\n"
hive,"CHAR)","CHAR(1))"
hive,"CONSTRAINT @a DEFAULT unix_timestamp()",""
hive,"DEFAULT unix_timestamp()",""
hive,stats,_stats
hive,UPDATE STATISTICS @a;,-- hive does not support COMPUTE STATS
hive,CAST(@a AS VARCHAR),CAST(@a AS VARCHAR(1000))
hive,"ISNULL(@a,@b)","COALESCE(@a,@b)"
hive,(@a)  AS select,(@a) AS select
hive,"TABLE @cte_name (@a) AS (","TABLE @cte_name AS ("
hive,"TABLE @cte_name (@a) AS select","TABLE @cte_name AS select"
hive,"WHEN .@digits * ","WHEN 0.@digits * "
hive,">= .@digits * ",">= 0.@digits * "
hive, _stats, stats
hive,"ISNUMERIC(@a)","case when cast(@a as double) is not null then 1 else 0 end"
hive,as \"@a\",as @a
hive,"HASHBYTES('MD5',@a)","hash(@a)"
hive,"CONVERT(VARBINARY, @a, 1)","@a"
spark,...@([0-9]+|y)a,xxx@a
spark,TRY_CAST(@a),CAST(@a)
spark,"IIF(@condition, @whentrue, @whenfalse)","CASE WHEN @condition THEN @whentrue ELSE @whenfalse END"
spark,tempdb..#@table +,%temp_prefix%%session_id% ||
spark,#@([^\s]+)table.@([^\s]+)field,%session_id%@table.@field
spark,#,%temp_prefix%%session_id%
spark,"--HINT BUCKET(@a, @b)",
spark,"--HINT PARTITION(@a @b)",
spark,"INSERT INTO @table (@columns) SELECT @values;","WITH insertion_temp AS (\n(SELECT @values) UNION ALL (SELECT @columns FROM @table))\nINSERT OVERWRITE TABLE @table (@columns) SELECT * FROM insertion_temp;"
spark,"INSERT INTO @table (@columns) VALUES @values;","WITH insertion_temp AS (\n(SELECT * FROM VALUES @values T(@columns)) UNION ALL (SELECT @columns FROM @table))\nINSERT OVERWRITE TABLE @table (@columns) SELECT * FROM insertion_temp;"
spark,"HINT DISTRIBUTE_ON_KEY(@key) CREATE TABLE IF NOT EXISTS @table\nUSING DELTA\nAS\n@definition;","HINT DISTRIBUTE_ON_KEY(@key)\nCREATE TABLE IF NOT EXISTS @table\nUSING DELTA\nAS\n@definition;\nOPTIMIZE @table ZORDER BY @key;"
spark,"HINT DISTRIBUTE_ON_KEY(@key) IF OBJECT_ID('@d', 'U') IS NULL WITH @a AS @b SELECT @c INTO @d FROM @e;",HINT DISTRIBUTE_ON_KEY(@key)\nCREATE TABLE IF NOT EXISTS @d\nUSING DELTA\nAS\nWITH @a AS @b SELECT\n@c\nFROM\n@e;\nOPTIMIZE @d ZORDER BY @key;
spark,"HINT DISTRIBUTE_ON_KEY(@key) IF OBJECT_ID('@b', 'U') IS NULL SELECT @a INTO @b FROM @c;",HINT DISTRIBUTE_ON_KEY(@key) \nCREATE TABLE IF NOT EXISTS @b\nUSING DELTA\nAS\nSELECT\n@a\nFROM\n@c;\nOPTIMIZE @b ZORDER BY @key;
spark,"HINT DISTRIBUTE_ON_KEY(@key) IF OBJECT_ID('@b', 'U') IS NULL SELECT @a INTO @b WHERE @c;",HINT DISTRIBUTE_ON_KEY(@key) \nCREATE TABLE IF NOT EXISTS @b\nUSING DELTA\nAS\nSELECT\n@a WHERE @c;\nOPTIMIZE @b ZORDER BY @key;
spark,"HINT DISTRIBUTE_ON_KEY(@key) IF OBJECT_ID('@b', 'U') IS NULL SELECT @a INTO @b GROUP BY @c;",HINT DISTRIBUTE_ON_KEY(@key) \nCREATE TABLE IF NOT EXISTS @b\nUSING DELTA\nAS\nSELECT\n@a\nGROUP BY\n@c;\nOPTIMIZE @b ZORDER BY @key;
spark,HINT DISTRIBUTE_ON_KEY(@key) WITH @a AS @b SELECT @c INTO @d FROM @e;,HINT DISTRIBUTE_ON_KEY(@key)\nCREATE TABLE @d\nUSING DELTA\nAS\nWITH @a AS @b SELECT\n@c\nFROM\n@e;\nOPTIMIZE @d ZORDER BY @key;
spark,HINT DISTRIBUTE_ON_KEY(@key) SELECT @a INTO @b FROM @c;,HINT DISTRIBUTE_ON_KEY(@key) \nCREATE TABLE @b\nUSING DELTA\nAS\nSELECT\n@a\nFROM\n@c;\nOPTIMIZE @b ZORDER BY @key;
spark,HINT DISTRIBUTE_ON_KEY(@key) SELECT @a INTO @b WHERE @c;,HINT DISTRIBUTE_ON_KEY(@key) \nCREATE TABLE @b\nUSING DELTA\nAS\nSELECT\n@a WHERE @c;\nOPTIMIZE @b ZORDER BY @key;
spark,HINT DISTRIBUTE_ON_KEY(@key) SELECT @a INTO @b GROUP BY @c;,HINT DISTRIBUTE_ON_KEY(@key) \nCREATE TABLE @b\nUSING DELTA\nAS\nSELECT\n@a\nGROUP BY\n@c;\nOPTIMIZE @b ZORDER BY @key;
spark,WITH @with SELECT @c INTO @d FROM @e;,<START_WITH>@with<END_WITH>\n CREATE TABLE @d\nUSING DELTA\nAS\n(SELECT\n@c\nFROM\n@e);
spark,"<START_WITH>@a (@columns) AS (@b),",<START_WITH>@a AS (@b)<END_WITH><START_WITH>
spark,"<START_WITH>@a AS (@b),",<START_WITH>@a AS (@b)<END_WITH><START_WITH>
spark,<START_WITH>@a (@columns) AS (@b)<END_WITH>,<START_WITH>@a AS (@b)<END_WITH>
spark,"<START_WITH>@a AS (@b)<END_WITH>",DROP VIEW IF EXISTS @a; CREATE TEMPORARY VIEW @a AS (@b);\n
spark,SELECT @a INTO @b FROM @c;,CREATE TABLE @b\nUSING DELTA\nAS\nSELECT\n@a\nFROM\n@c;
spark,SELECT @a INTO @b WHERE @c;,CREATE TABLE @b\nUSING DELTA\n AS\nSELECT\n@a WHERE @c;
spark,SELECT @a INTO @b GROUP BY @c;,CREATE TABLE @b\nUSING DELTA\n AS\nSELECT\n@a GROUP BY @c;
spark,"IF OBJECT_ID('@table', 'U') IS NULL CREATE TABLE @table\nUSING DELTA\nAS\n@definition;",CREATE TABLE IF NOT EXISTS @table\nUSING DELTA\nAS\n@definition;
spark,"IF OBJECT_ID('@table', 'U') IS NULL CREATE TABLE @table (@definition);",CREATE TABLE IF NOT EXISTS @table (@definition);
spark,"IF OBJECT_ID('@table', 'U') IS NOT NULL DROP TABLE @table;",DROP TABLE IF EXISTS @table;
spark,\"@a\",`@a`
spark,+ '@a',|| '@a'
spark,'@a' +,'@a' ||
spark,CREATE INDEX @index_name ON @table (@variable);,-- spark does not support indexes
spark,"ROUND(@a,@b)","ROUND(CAST(@a AS float),@b)"
spark,"HASHBYTES('MD5',@a)","MD5(@a)"
spark,"CONVERT(VARBINARY, CONCAT('0x', @a), 1)","CAST(CONCAT('x', @a) AS BIT(32))"
spark,"CONVERT(DATE, @a)","TO_DATE(@a, 'yyyy-MM-dd')"
spark,"DATEPART(@part, @date)","DATE_PART('@part', @date)"
spark,"DATEADD(second,@seconds,@datetime)",(@datetime + INTERVAL @seconds second)
spark,"DATEADD(minute,@minutes,@datetime)",(@datetime + INTERVAL @minutes minute)
spark,"DATEADD(hour,@hours,@datetime)",(@datetime + INTERVAL @hours hour)
spark,"DATEADD(d,@days,@date)","date_add(@date, @days)"
spark,"DATEADD(dd,@days,@date)","date_add(@date, @days)"
spark,"DATEADD(day,@days,@date)","date_add(@date, @days)"
spark,"DATEADD(m,@months,@date)",(@date + INTERVAL @months month)
spark,"DATEADD(mm,@months,@date)",(@date + INTERVAL @months month)
spark,"DATEADD(month,@months,@date)",(@date + INTERVAL @months month)
spark,"DATEADD(yy,@years,@date)",(@date + INTERVAL @years year)
spark,"DATEADD(yyyy,@years,@date)",(@date + INTERVAL @years year)
spark,"DATEADD(year,@years,@date)",(@date + INTERVAL @years year)
spark,"date_add(@date, @(-?[0-9]+)a.0)","date_add(@date, @a)"
spark,INTERVAL @(-?[0-9]+)a.0,INTERVAL @a
spark,"DATEDIFF(d,@start, @end)","datediff(@end,@start)"
spark,"DATEDIFF(dd,@start, @end)","datediff(@end,@start)"
spark,"DATEDIFF(day,@start, @end)","datediff(@end,@start)"
spark,"CONVERT(VARCHAR,@date,112)","@date"
spark,GETDATE(),CURRENT_DATE
spark,"+ LEFT(@str,@chars)","SUBSTR(@str,@chars)"
spark,"LEFT(@str,@chars)","SUBSTR(@str,@chars)"
spark,"+ RIGHT(@str,@chars)","|| SUBSTR(@str,-@chars)"
spark,"RIGHT(@str,@chars)","SUBSTR(@str,-@chars)"
spark,CAST(@a AS varchar(@b)) +,"SUBSTRING(CAST(@a AS string), 0, @b) ||"
spark,+ CAST(@a AS varchar(@b)),"|| SUBSTRING(CAST(@a AS string), 0, @b)"
spark,CAST(@a AS varchar) +,CAST(@a AS string) ||
spark,+ CAST(@a AS varchar),|| CAST(@a AS string)
spark,"DATEFROMPARTS(@year,@month,@day)","to_date(cast(@year as string) || '-' || cast(@month as string) || '-' || cast(@day as string))"
spark,"DATETIMEFROMPARTS(@year,@month,@day,@hour,@minute,@second,@ms)",to_timestamp(cast(@year as string) || '-' || cast(@month as string) || '-' || cast(@day as string) || ' ' || cast(@hour as string) || ':' || cast(@minute as string) || ':' || cast(@second as string) || '.' || cast(@ms as string))
spark,EOMONTH(@date),last_day(@date)
spark,STDEV(@a),STDDEV(@a)
spark,VAR(@a),VARIANCE(@a)
spark,LEN(@a),LENGTH(@a)
spark,"CHARINDEX(@a,@b)","INSTR(@b,@a)"
spark,"LOG(@expression,@base)","<L_O_G>(@base,@expression)"
spark,LOG(@expression),LN(@expression)
spark,<L_O_G>,LOG
spark,LOG10(@expression),"LOG(10,@expression)"
spark,"ISNULL(@a,@b)","COALESCE(@a,@b)"
